ts,slug,token_id,decision_type,mid,action_side,action_price,action_size,spread,sport,ref_source,fair_a,fair_b,momentum,symbol,book_edge_delta,book_size_mult,retrieved_categories,exit_sweep,crypto_exit,exit_reason,exit_reason_category,pnl_pct_at_exit,cash_pnl_usdc,realized_pnl,percent_pnl_current,outcome,market_resolved,holding_hours
2026-06-09T16:26:18.575414+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T16:55:17.311237+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T16:55:18.376449+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T16:55:20.170158+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.026,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T16:55:21.415614+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T16:55:22.645120+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T16:56:56.314122+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T16:56:56.865934+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T16:56:57.426668+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.026,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T16:56:58.055083+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T16:56:58.845067+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T16:58:11.007451+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T16:58:11.545241+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T16:58:12.109853+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.025,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T16:58:12.723830+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T16:58:13.489454+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T16:59:23.132336+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T16:59:23.693401+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T16:59:24.298866+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.024,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T16:59:24.873632+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T16:59:25.570220+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:00:54.747216+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:00:55.340297+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:00:55.913546+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.024,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:00:56.591584+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:00:57.255151+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:02:09.403265+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:02:10.013749+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:02:10.699614+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.024,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:02:11.331606+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:02:12.109061+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:03:30.392906+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:03:31.095848+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:03:31.714851+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.023,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:03:32.365852+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:03:33.128608+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:04:47.102603+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:04:47.786250+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:04:48.677744+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.023,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:04:49.307023+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:04:50.012669+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:06:29.344879+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:06:29.964465+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:06:30.687995+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.023,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:06:31.356692+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:06:32.189218+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:07:44.926797+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:07:45.830792+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:07:47.514001+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.023,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:07:48.104270+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:07:48.940602+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:08:59.683102+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:09:00.341823+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:09:01.194956+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1165,BUY,0.1235,2.100,0.023,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:09:01.864435+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:09:02.580938+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:10:41.993586+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:10:43.118801+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:10:44.064599+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1155,BUY,0.1225,2.100,0.027,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:10:44.820266+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:10:45.477061+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:11:59.338811+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:12:00.000874+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:12:00.553228+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1155,BUY,0.1225,2.100,0.027,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:12:01.226576+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:12:01.969729+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:13:14.663392+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:13:15.622921+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:13:16.453585+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1155,BUY,0.1225,2.100,0.027,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:13:17.638718+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:13:18.433828+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:14:30.584182+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:14:31.168424+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:14:31.744180+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1155,BUY,0.1225,2.100,0.025,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:14:32.411569+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:14:33.169491+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:16:18.486677+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:16:19.159863+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:16:20.037632+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.1155,BUY,0.1225,2.100,0.025,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:16:20.649257+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:16:21.349726+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:17:32.022498+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:17:32.867503+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:17:33.954338+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.026,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:17:34.818544+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:17:35.813993+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:18:46.205286+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:18:46.789779+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
2026-06-09T17:18:47.336331+00:00,will-megaeth-perform-an-airdrop-by-june-30-143-229-513-574-212-254,96797656031191119176188453471637044475353637081608890153571023284371119486681,entry,0.116,BUY,0.123,2.100,0.026,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.060127,0.060127,,breakeven,1,
2026-06-09T17:18:48.081800+00:00,will-spain-win-the-2026-fifa-world-cup-963,4394372887385518214471608448209527405727552777602031099972143344338178308080,entry,0.1595,BUY,0.1665,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.037893,0.037893,,breakeven,1,
2026-06-09T17:18:48.941400+00:00,will-jd-vance-win-the-2028-us-presidential-election,16040015440196279900485035793550429453516625694844857319147506590755961451627,entry,0.1505,BUY,0.1575,2.100,0.001,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,-0.039816,-0.039816,,breakeven,1,
2026-06-09T17:20:00.315219+00:00,will-bitcoin-hit-1m-before-gta-vi-872-424,105267568073659068217311993901927962476298440625043565106676088842803600775810,entry,0.4925,BUY,0.4975,0.72985500000000007350,0.001,,,,,,,,,mechanics|quant_signals,,,,,,-0.004027,-0.004027,,breakeven,1,
2026-06-09T17:20:00.896725+00:00,will-the-carolina-hurricanes-win-the-2026-nhl-stanley-cup,79397003434468715775480922117285203652110865791390656395657957066470661722480,entry,0.375,BUY,0.382,1.58550,0.01,,,,,,,,,forecasting|mechanics|quant_signals,,,,,,0.7923,0.7923,,win,1,
